ID,Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Year,Updated On,Latitude,Longitude
13025987,JG204238,3/30/2023 4:55,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,8,17,2023,4/6/2023 17:05,41.777175,-87.7011869
12242954,JD456416,12/11/2020 17:35,ROBBERY,STRONG ARM - NO WEAPON,CONVENIENCE STORE,FALSE,FALSE,24,40,2020,12/18/2020 15:51,41.99047832,-87.69301138
12013862,JD190986,3/20/2020 7:30,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,25,37,2020,3/27/2020 15:48,41.91315002,-87.75633821
13026762,JG205191,3/30/2023 17:50,BATTERY,SIMPLE,STREET,FALSE,FALSE,7,6,2023,4/6/2023 17:05,41.76816741,-87.6590538
12014008,JD191375,3/20/2020 15:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,9,20,2020,3/27/2020 15:48,41.80342718,-87.64398773
13026045,JG204295,3/30/2023 7:38,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,6,18,2023,4/6/2023 17:05,41.74055658,-87.67412015
12014354,JD191686,3/20/2020 23:20,ARSON,BY FIRE,APARTMENT,FALSE,TRUE,6,8,2020,3/27/2020 15:48,41.7452942,-87.60259033
12014200,JD191514,3/20/2020 18:28,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,18,27,2020,3/27/2020 15:48,41.90552651,-87.63931246
12244685,JD458699,12/11/2020 14:55,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,16,41,2020,12/18/2020 15:51,42.00435642,-87.77065858
12014298,JD191695,3/20/2020 23:43,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,TRUE,FALSE,25,36,2020,3/27/2020 15:48,41.91924562,-87.74618254
12013731,JD190909,3/20/2020 1:55,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,FALSE,FALSE,6,21,2020,3/27/2020 15:48,41.73625998,-87.62806878
12341447,JE200845,4/16/2021 0:01,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,1,4,2021,4/23/2021 16:51,41.86816541,-87.62743954
12016069,JD193406,3/20/2020 17:00,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,18,2,2020,3/27/2020 15:48,41.91358105,-87.65496466
12013899,JD191080,3/20/2020 10:10,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,7,16,2020,3/27/2020 15:48,41.79000161,-87.65962442
12015462,JD192911,3/20/2020 20:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,5,9,2020,3/27/2020 15:48,41.69761009,-87.61715464
12013693,JD190893,3/20/2020 1:30,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),TRUE,FALSE,5,9,2020,3/27/2020 15:48,41.70830924,-87.6082464
12015244,JD192654,3/20/2020 22:30,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,FALSE,FALSE,8,13,2020,3/27/2020 15:48,41.78109827,-87.74115656
12013848,JD191077,3/20/2020 3:20,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,10,24,2020,3/27/2020 15:48,41.8501737,-87.68851059
12016614,JD194064,3/16/2020 16:00,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,2,5,2020,3/27/2020 15:47,41.80144275,-87.5847444
12014517,JD191058,3/20/2020 9:50,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,20,40,2020,3/27/2020 15:48,41.97893145,-87.69264896
12017073,JD194577,3/1/2020 7:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,22,21,2020,3/27/2020 15:47,41.73361312,-87.64964048
12014069,JD191455,3/20/2020 11:24,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,8,14,2020,3/27/2020 15:48,41.79111646,-87.70226739
12444747,JE327502,8/5/2021 17:54,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,3,6,2021,8/12/2021 17:02,41.76828451,-87.62337061
12242979,JD456560,12/11/2020 1:00,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,7,17,2020,12/18/2020 15:51,41.76953202,-87.67001484
12242603,JD456115,12/11/2020 12:50,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,TRUE,FALSE,7,17,2020,12/18/2020 15:51,41.7695869,-87.67001428
12342800,JE201551,4/16/2021 20:30,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,18,27,2021,4/23/2021 16:51,41.90422371,-87.64811351
12014648,JD191320,3/20/2020 14:20,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,12,1,2020,3/27/2020 15:48,41.89348117,-87.65850132
12445086,JE328044,8/5/2021 20:20,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,14,1,2021,8/12/2021 17:02,41.90331861,-87.66921597
12014258,JD191498,3/20/2020 18:23,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,18,43,2020,3/27/2020 15:48,41.91360767,-87.63604323
12014159,JD191323,3/20/2020 15:10,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,FALSE,FALSE,14,26,2020,3/27/2020 15:48,41.90548851,-87.69078291
12014735,JD192133,3/20/2020 18:00,DECEPTIVE PRACTICE,FORGERY,BANK,FALSE,FALSE,9,11,2020,3/27/2020 15:48,41.83809751,-87.6420268
12013940,JD191130,3/20/2020 11:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,11,27,2020,3/27/2020 15:48,41.89240241,-87.70890345
12014101,JD191460,3/20/2020 15:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,16,38,2020,3/27/2020 15:48,41.95406994,-87.78047945
12341658,JE201045,4/16/2021 11:40,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,TRUE,FALSE,11,27,2021,4/23/2021 16:51,41.89370743,-87.70817085
12345010,JE204362,4/16/2021 0:01,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,5,9,2021,4/23/2021 16:51,41.70999942,-87.61870916
12345879,JE205510,4/9/2021 9:43,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,18,43,2021,4/23/2021 16:49,41.92190489,-87.64263678
12014170,JD191570,3/20/2020 19:00,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,FALSE,FALSE,17,39,2020,3/27/2020 15:48,41.95994251,-87.73979404
12015841,JD193191,3/20/2020 20:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,4,7,2020,3/27/2020 15:48,41.75315628,-87.56141101
12342126,JE200730,4/16/2021 1:56,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,5,34,2021,4/23/2021 16:51,41.70620848,-87.62697639
12346704,JE206873,2/20/2021 13:10,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,42,2021,4/23/2021 16:51,,
12014123,JD191515,3/20/2020 18:50,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,3,5,2020,3/27/2020 15:48,41.7653401,-87.60067676
12013998,JD191350,3/20/2020 13:16,THEFT,OVER $500,STREET,FALSE,FALSE,15,29,2020,3/27/2020 15:48,41.87654696,-87.7639673
12345809,JE206157,4/9/2021 12:00,THEFT,OVER $500,STREET,FALSE,FALSE,17,39,2021,4/23/2021 16:49,41.97299545,-87.71715966
13026618,JG204845,3/30/2023 13:15,BATTERY,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,FALSE,FALSE,2,4,2023,4/6/2023 17:05,41.80929706,-87.59196703
12014233,JD191595,3/20/2020 21:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,15,29,2020,3/27/2020 15:48,41.88300632,-87.76495288
12014327,JD191679,3/20/2020 23:45,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CHA APARTMENT,FALSE,FALSE,12,27,2020,3/27/2020 15:48,41.88210577,-87.68460189
12016257,JD193744,3/20/2020 8:00,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1,4,2020,3/27/2020 15:48,41.87396879,-87.62598777
12013923,JD191176,3/20/2020 8:11,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,17,39,2020,3/27/2020 15:48,41.98747683,-87.72855505
13025919,JG204187,3/30/2023 1:39,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,8,18,2023,4/6/2023 17:05,41.74895977,-87.69503972
12541206,JE445538,11/14/2021 19:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,10,24,2021,11/21/2021 15:48,41.85863307,-87.6956719
12015067,JD192058,3/20/2020 14:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,3,5,2020,3/27/2020 15:48,41.76357137,-87.57010887
13026493,JG204844,3/30/2023 15:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),TRUE,FALSE,14,1,2023,4/6/2023 17:05,41.90316852,-87.67844146
13027159,JG204406,3/30/2023 2:50,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,9,11,2023,4/6/2023 17:05,41.84402893,-87.63494587
12445613,JE327905,8/5/2021 17:25,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,18,42,2021,8/12/2021 17:02,41.89500328,-87.62152816
12342802,JE201299,4/16/2021 16:00,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,FALSE,18,27,2021,4/23/2021 16:51,41.9031259,-87.63218266
12014251,JD191632,3/20/2020 21:58,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,11,37,2020,3/27/2020 15:48,41.8990483,-87.72307228
12342025,JE201499,4/16/2021 19:40,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,4,8,2021,4/23/2021 16:51,41.7515006,-87.58534329
12342654,JE202311,4/16/2021 23:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,12,1,2021,4/23/2021 16:51,41.90316852,-87.67844146
12341617,JE201011,4/16/2021 10:55,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,1,4,2021,4/23/2021 16:51,41.84519778,-87.61885082
12342434,JE202002,4/16/2021 21:56,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,FALSE,TRUE,22,34,2021,4/23/2021 16:51,41.68797005,-87.64467252
12014882,JD192016,3/20/2020 0:00,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,16,45,2020,3/27/2020 15:48,41.983806,-87.78043927
12342255,JE201634,4/16/2021 20:00,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,STREET,FALSE,FALSE,11,37,2021,4/23/2021 16:51,41.90157042,-87.73720893
12013910,JD191072,3/20/2020 10:07,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,6,21,2020,3/27/2020 15:48,41.74988027,-87.66342658
12016534,JD194007,3/10/2020 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,22,21,2020,3/27/2020 15:47,41.71584867,-87.65372226
12342105,JE201224,4/16/2021 14:30,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1,42,2021,4/23/2021 16:51,41.88350019,-87.6278767
12013682,JD190885,3/20/2020 1:15,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,4,7,2020,3/27/2020 15:48,41.73650508,-87.55833125
12014272,JD191557,3/20/2020 19:15,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,19,46,2020,3/27/2020 15:48,41.94860279,-87.64803178
12342522,JE202093,4/16/2021 21:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,25,29,2021,4/23/2021 16:51,41.91292866,-87.77315233
12341369,JE200736,4/16/2021 1:54,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",HOTEL / MOTEL,TRUE,TRUE,1,42,2021,4/23/2021 16:51,41.88804596,-87.62541383
13027306,JG205862,3/30/2023 15:00,THEFT,$500 AND UNDER,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,17,45,2023,4/6/2023 17:05,41.95483185,-87.72080882
12341389,JE200746,4/16/2021 0:25,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,19,46,2021,4/23/2021 16:51,41.96270178,-87.65344376
13026357,JG204614,3/30/2023 12:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,5,34,2023,4/6/2023 17:05,41.70110187,-87.62573231
12448789,JE332421,7/26/2021 14:26,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,20,40,2021,8/12/2021 16:59,41.98594687,-87.69681956
12014559,JD191985,3/20/2020 20:00,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,16,38,2020,3/27/2020 15:48,41.9603472,-87.77732573
12341796,JE201363,4/16/2021 16:56,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,FALSE,FALSE,19,47,2021,4/23/2021 16:51,41.94355269,-87.68816234
12343303,JE203117,4/16/2021 8:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,5,9,2021,4/23/2021 16:51,41.65352597,-87.60204775
12449007,JE327030,8/5/2021 11:30,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,9,12,2021,8/12/2021 17:02,41.82399747,-87.69464352
12342240,JE201638,4/16/2021 22:30,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,11,28,2021,4/23/2021 16:51,41.88637045,-87.70989132
12341489,JE200891,4/16/2021 3:00,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,5,34,2021,4/23/2021 16:51,41.68157674,-87.63078215
12344173,JE204052,4/16/2021 22:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,FALSE,TRUE,22,34,2021,4/23/2021 16:51,41.70473482,-87.63551787
12341921,JE201539,4/16/2021 5:00,THEFT,OVER $500,STREET,FALSE,FALSE,25,35,2021,4/23/2021 16:51,41.91798949,-87.73148229
12013798,JD191018,3/20/2020 2:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2,3,2020,3/27/2020 15:48,41.83837389,-87.62123497
12013974,JD191214,3/20/2020 13:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,4,7,2020,3/27/2020 15:48,41.75816176,-87.57001903
12014479,JD191885,3/20/2020 20:30,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,20,40,2020,3/27/2020 15:48,41.98566051,-87.69073507
12343738,JE200833,4/16/2021 6:50,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,11,27,2021,4/23/2021 16:51,41.89270879,-87.71378898
12541649,JE444885,11/14/2021 12:43,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,4,7,2021,11/21/2021 15:48,41.71105221,-87.56455191
12345565,JE205658,4/14/2021 0:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,2,3,2021,4/23/2021 16:49,41.81201573,-87.61822929
13026397,JG204774,3/30/2023 9:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2,5,2023,4/6/2023 17:05,41.79959545,-87.58510331
12344314,JE203940,4/16/2021 18:40,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,FALSE,FALSE,2,4,2021,4/23/2021 16:51,41.80964985,-87.59604184
12342141,JE201648,4/16/2021 23:40,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,10,12,2021,4/23/2021 16:51,41.84635912,-87.70333598
12341353,JE200694,4/16/2021 0:00,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM,FALSE,FALSE,11,24,2021,4/23/2021 16:51,41.87390705,-87.72543009
12014321,JD191680,3/20/2020 23:30,BATTERY,AGGRAVATED - HANDGUN,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,10,28,2020,3/27/2020 15:48,41.86135928,-87.69440034
12341728,JE201195,4/16/2021 11:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,25,36,2021,4/23/2021 16:51,41.9309465,-87.78896265
12341814,JE201273,4/16/2021 15:30,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,18,2,2021,4/23/2021 16:51,41.89789513,-87.62409661
12543782,JE448204,11/14/2021 22:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,9,11,2021,11/21/2021 15:48,41.83346889,-87.64860084
12016793,JD194188,3/11/2020 9:45,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,6,17,2020,3/27/2020 15:47,41.75218508,-87.63433718
12018176,JD195603,2/6/2020 17:25,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,24,50,2020,3/27/2020 15:48,,
13029751,JG207624,3/30/2023 17:30,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,5,9,2023,4/6/2023 17:05,41.71105224,-87.60803612
12015354,JD192675,3/20/2020 22:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,6,21,2020,3/27/2020 15:48,41.74674116,-87.66161231
12014701,JD192007,3/20/2020 14:00,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,FALSE,FALSE,24,50,2020,3/27/2020 15:48,41.99750558,-87.70281493
12014893,JD191355,3/20/2020 15:20,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,6,8,2020,3/27/2020 15:48,41.73066931,-87.60467581
12341378,JE200758,4/16/2021 2:45,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,14,35,2021,4/23/2021 16:51,41.93201376,-87.70910526
12444783,JE327629,8/5/2021 19:40,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,5,9,2021,8/12/2021 17:02,41.67803856,-87.6217424
12341583,JE200881,4/16/2021 8:30,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,11,24,2021,4/23/2021 16:51,41.86726469,-87.7138952
12013984,JD191256,3/20/2020 14:07,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,15,29,2020,3/27/2020 15:48,41.88285225,-87.76821153
12342747,JE202438,4/16/2021 20:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,25,26,2021,4/23/2021 16:51,41.90878263,-87.72162396
12342042,JE201384,4/16/2021 16:46,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,HOSPITAL BUILDING / GROUNDS,TRUE,FALSE,10,28,2021,4/23/2021 16:51,41.86135928,-87.69440034
12448924,JE332648,7/24/2021 20:00,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,FALSE,FALSE,18,42,2021,8/12/2021 16:59,41.89001157,-87.63179356
12342089,JE201614,4/16/2021 22:20,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,15,28,2021,4/23/2021 16:51,41.87943749,-87.75045784
12540921,JE445233,11/14/2021 18:04,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,17,39,2021,11/21/2021 15:48,41.96915668,-87.72442972
12017051,JD194517,2/4/2020 10:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,2,20,2020,3/27/2020 15:47,41.79033044,-87.61911208
12341957,JE200944,4/16/2021 8:15,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,3,20,2021,4/23/2021 16:51,41.77597787,-87.59609768
12014604,JD191971,3/20/2020 10:47,BATTERY,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,18,2,2020,3/27/2020 15:48,41.89637595,-87.6242787
12016776,JD194270,3/19/2020 14:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,FALSE,FALSE,25,29,2020,3/27/2020 15:47,41.91864104,-87.78773714
12342600,JE202230,4/16/2021 14:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,FALSE,TRUE,18,42,2021,4/23/2021 16:51,41.89256968,-87.62205835
12341463,JE200843,4/16/2021 8:00,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,19,44,2021,4/23/2021 16:51,41.94724974,-87.65354548
13026769,JG205182,3/30/2023 18:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,6,8,2023,4/6/2023 17:05,41.74515091,-87.60379387
12345549,JE205750,4/11/2021 6:30,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,19,46,2021,4/23/2021 16:49,41.96823871,-87.65144703
12014057,JD191435,3/20/2020 12:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,18,42,2020,3/27/2020 15:48,41.8945086,-87.62274204
12344808,JE204708,4/16/2021 15:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,5,34,2021,4/23/2021 16:51,41.68092849,-87.62398388
12014220,JD191581,3/20/2020 20:44,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,25,26,2020,3/27/2020 15:48,41.92023427,-87.72419691
13026881,JG204998,3/30/2023 16:24,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA PLATFORM,TRUE,FALSE,1,4,2023,4/6/2023 17:05,41.86816541,-87.62743954
12341601,JE201023,4/16/2021 11:40,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,7,16,2021,4/23/2021 16:51,41.78972936,-87.64747141
13032436,JG211735,4/20/2022 0:01,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,POLICE FACILITY / VEHICLE PARKING LOT,FALSE,FALSE,9,12,2022,4/6/2023 17:05,,
13026487,JG204832,3/30/2023 0:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,16,45,2023,4/6/2023 17:05,41.96062377,-87.75553142
13026600,JG205051,3/30/2023 16:53,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,18,27,2023,4/6/2023 17:05,41.90368639,-87.64499316
12342417,JE202035,4/16/2021 14:54,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,4,8,2021,4/23/2021 16:51,41.72510517,-87.59243751
12345832,JE205388,4/11/2021 12:50,THEFT,OVER $500,STREET,FALSE,FALSE,14,1,2021,4/23/2021 16:49,41.91909097,-87.70004172
13027213,JG205802,3/30/2023 20:00,THEFT,FROM BUILDING,OTHER (SPECIFY),FALSE,FALSE,19,46,2023,4/6/2023 17:05,41.9590867,-87.65467341
12444552,JE327421,8/5/2021 15:41,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,10,24,2021,8/12/2021 17:02,41.86201434,-87.72871822
12345965,JE206169,4/15/2021 14:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,25,36,2021,4/23/2021 16:49,41.93742358,-87.78450078
12345845,JE205409,4/16/2021 9:05,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,FALSE,FALSE,19,47,2021,4/23/2021 16:51,,
12443910,JE326530,8/5/2021 0:45,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,3,8,2021,8/12/2021 17:02,41.76147003,-87.5933022
12013957,JD191190,3/20/2020 12:49,ROBBERY,ATTEMPT ARMED - OTHER FIREARM,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,10,24,2020,3/27/2020 15:48,41.8602291,-87.71402184
12540757,JE445032,11/14/2021 15:15,THEFT,$500 AND UNDER,DRUG STORE,FALSE,FALSE,8,17,2021,11/21/2021 15:48,41.77834098,-87.70312224
13026176,JG204370,3/30/2023 8:32,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,10,24,2023,4/6/2023 17:05,41.85341876,-87.72393935
13026566,JG204959,3/30/2023 8:00,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,10,24,2023,4/6/2023 17:05,41.85443848,-87.71755012
12342185,JE201747,4/16/2021 21:42,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,14,1,2021,4/23/2021 16:51,41.91905614,-87.69277425
12342033,JE201461,4/16/2021 18:43,ASSAULT,AGGRAVATED - HANDGUN,PARK PROPERTY,FALSE,FALSE,17,39,2021,4/23/2021 16:51,41.98521551,-87.71871906
12445124,JE328077,8/5/2021 22:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,9,25,2021,8/12/2021 17:02,41.83336234,-87.68025437
13026232,JG204508,3/30/2023 10:00,ASSAULT,SIMPLE,OTHER (SPECIFY),FALSE,FALSE,25,36,2023,4/6/2023 17:05,41.92367262,-87.78630161
12342330,JE201887,4/16/2021 19:10,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,6,9,2021,4/23/2021 16:51,41.72731748,-87.61761242
12345675,JE205977,1/23/2021 14:00,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESIDENCE,FALSE,FALSE,5,34,2021,4/23/2021 16:49,41.6584277,-87.63927858
12445120,JE328069,8/5/2021 20:00,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,17,35,2021,8/12/2021 17:02,41.93926234,-87.71335694
12341789,JE201233,4/16/2021 4:03,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,FALSE,TRUE,15,37,2021,4/23/2021 16:51,41.8884052,-87.76514374
12013891,JD191125,3/20/2020 10:48,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,19,44,2020,3/27/2020 15:48,41.93379611,-87.64454822
12014265,JD191647,3/20/2020 19:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,15,29,2020,3/27/2020 15:48,41.88225903,-87.76367422
12341322,JE200685,4/16/2021 0:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,19,47,2021,4/23/2021 16:51,41.9616729,-87.69358666
